ID,DESCRIPTION,STATUS,CREATED,WORKER_ID,TRIGGERED,PREDICTION
29f572da7e844be8b7f310875ce760b0,"
Bedsheets for kids that can be updated as their hobbies change. If they like Spiderman one year they can be Spiderman themed. Then the next year if they hate Spiderman, but now love Legos you could switch it to be Lego themed.",usable,2019-07-24 22:40:31.926,A1AKL5YH9NLD2V,containsName,Spam
65337b00b31543129a070322bf222ed4,a smart watch like with different functions,usable,2019-07-25 16:56:12.881,AWLT46A9EWTK8,noSentence,Spam
d8c0b64d9cb64ac6a89924c97a8969ec,Military drone weapon,usable,2019-07-25 17:26:50.82,A35D31QHYQUF9V,noSentence,Spam
3fd4016366014af7bf3502577c0384cd,robotic shelf stocker,usable,2019-07-25 17:27:53.67,A35D31QHYQUF9V,noSentence,Spam
0b61b3c344ac4bebac50ba90e0f37c37,"First aid kit diagnostic device
",usable,2019-07-25 17:29:14.351,A35D31QHYQUF9V,noSentence,Spam
aa4b18ae4ac0454e8e39d864ae02fe21,Video game sensor,usable,2019-07-25 17:33:20.937,A35D31QHYQUF9V,noSentence,Spam
492874b66f284a048e62dec410f41196,Theater screen,usable,2019-07-25 17:38:43.03,A35D31QHYQUF9V,"Charcount, noSentence",Spam
0821bc1a633f474ca20ac5e18435b12f,Phone Screen,usable,2019-07-25 17:38:48.559,A35D31QHYQUF9V,"Charcount, noSentence",Spam
e5475cb6f8fc40a598133cd7f9fbedaa,Wall display,usable,2019-07-25 17:38:55.832,A35D31QHYQUF9V,"Charcount, noSentence",Spam
9bf4c6a8dd944973a6c67e1eb6f88b73,Billboard,usable,2019-07-25 17:39:12.752,A35D31QHYQUF9V,"Charcount, Wordcount, noSentence",Spam
f34ff2d456054067bdc16cc000bcabff,Touchscreen wallpaper,usable,2019-07-25 17:42:09.516,A35D31QHYQUF9V,noSentence,Spam
b8ad6e52cea64ff5a74ae2cdbae690db,"Video quilts
",usable,2019-07-25 17:43:38.707,A35D31QHYQUF9V,"Charcount, noSentence",Spam
9f3d4eff053342a4a2e0dbfa6bff40a2,Use as a movie screen in a tent,usable,2019-07-25 22:02:35.808,A20X14OMRL0YPZ,noSentence,Spam
4c1c35e191b545018bb404e61c6cb1fa,It would replace my phone. I could just see the display on my sleeve if I didn't want to take out my phone...or perhaps I don't even need a phone at all. I could just have my watch with a data plan and I would not need a physical display.,usable,2019-07-25 22:56:03.837,A26LOVXF4QZZCO,Charseq,Spam
279465f018de46b1b91d4318bfb4282e,"
",usable,2019-07-27 00:02:52.732,A3HE29W5IDR394,"Charcount, Wordcount, noSentence",Spam
49401542ba084cf8809f5966157d3fff,"
",usable,2019-07-27 00:13:45.623,A3HE29W5IDR394,"Charcount, Wordcount, noSentence",Spam
aa9863fa4f7e4152800d12c01e98ae58,change signs at a restaurant for the menu or the daily special outside on a sign,usable,2019-07-28 17:19:46.923,A1GKD3NG1NNHRP,noSentence,Spam
c7546d4b8ba940b99cd9148ee04ebd7b,Home security cameras,usable,2019-07-28 20:58:15.439,A3LPHYONE222OY,noSentence,Spam
6409113e0e854d598a567cb2d3b047bf,"Observation for livestock, possibly pet breaders",usable,2019-07-28 21:01:43.833,A3LPHYONE222OY,noSentence,Spam
4835a96630af48cda4923782042c4138,tHIS TECHNOLOGY COULD BE USED TO IDENTIFY CRIMINALS ON VIDEO SURVILLENCE. THE MOVEMENT CAN BE COMPARED TO DETAINED IMMATES AND SUSPECTS,usable,2019-07-28 23:14:17.829,A2N0RWR3JTVBM0,noSentence,Spam
5076f75a45bb4772b76d7ee142052ea0,THIS TECHNOLOGY COULD BE USED AS A HOLOGRAM TO TEACH DANCERS WHO WANT TO LEARN OR IMPROVE. THE MOVEMENTS CAN BE COPIED FROM ELITE PROFFESONAL DANCERS AND TAUGHT TO DANCE STUDENTS.,usable,2019-07-28 23:16:17.751,A2N0RWR3JTVBM0,Uppercase,Spam
1a50f533912d4400893147b0a31a95e5,This technology could be used in a VR headset to track objects and people in a room so you don't bump into anything. The level design of the game would constantly change to our environment so what you see is there in real life too. thats actually a good idea....,usable,2019-07-29 00:41:00.425,A11FRLH5KWRLBV,Charseq,Spam
53824b224dd0459cb14590d798b4ebf7,This could be used to make some type of Touched based games on your clothing. Like playing the first level of Mario Bros on your 2 Shirt.,usable,2019-07-29 00:50:17.656,A11FRLH5KWRLBV,containsName,Spam
fec6b0f3b92646c993ea75f4e3a64cab,A night in the park on a large video screen display.,usable,2019-07-29 00:59:34.718,A2PXJTMWGUE5DC,noSentence,Spam
1853673d96534ceda9bbfebb5d402970,"we could put these devices in running shoe stores where they are used to diagnose running gait and correlate this information to a particular shoe recommendation...i.e. stability, normal, high cushion, stc.",usable,2019-07-29 04:56:41.592,A1F1TBDHPYAAXT,Charseq,Spam
32e7076b53624e6f8fdb4f2aba571da6,This could be a spectacular red carpet designer gown. Something Lady Gaga would be happy to wear. In the mainstream it could be used to customize a dress. Change it's fabric pattern and color from one's smart phone. Users can also easily add decorations such as jewels or decorative buttons.,usable,2019-07-29 19:04:32.8,A27353U3GOR77W,containsName,Spam
202771f84e4844aab2ecbb1483c58185,an interactive floor mat so learn dance steps,usable,2019-07-29 21:27:54.779,A1EITLFAMKA61U,noSentence,Spam
98a1846b3f004138994695187c38e217,Really flashy and fun fashion ideas like animated shirts or strobe light shirts.,usable,2019-07-30 01:20:34.831,AHDW0M4017Z8K,noSentence,Spam
