ID,DESCRIPTION,STATUS,CREATED,WORKER_ID,CHALLENGE,TRIGGERED
43762ff8cb0145c7b61697f8f91e0a56,"This type of technology could be used in the emergency area of hospitals, where the doctors and/or nurses would display a color or image on the patient's clothing depending on the severity of their condition, so it's easily identifiable and rapidly treated.",usable,2019-07-22 21:14:38.373,A2B227N1NQYS56,FABRIC_DISPLAY,[]
0ad6dd14acb54d5c9e88ff9555e3cae8,"Touch sensitive display would be great for store decorations. The stores could put these up and change the walls and displays to whatever they needed. For example it's Christmas shopping time. Rather than having white walls they could push a button and it display falling snow, ornaments, or trees around the store. This would also cut back on worker costs because it would be much quicker than hand decorating.",usable,,,FABRIC_DISPLAY,[]
2e61731547264073bbc6c29976dd551f,We could place this fabric display in theaters and show movies to the audience.,usable,,,FABRIC_DISPLAY,"['Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']"
dae102a773b443d097e91a1009bed351,It could be used as a customizable window shade that gets darker at night and lighter in the day,usable,,,FABRIC_DISPLAY,"['Wordcount', 'Wordcount']"
03163a4a78b2419aac2fe9862588e0c0,"Bracelets that display recent medical information and updated by doctors for those with chronic illnesses, impairments, or disabilities or allergies",usable,2019-07-25 22:11:26.516,A20X14OMRL0YPZ,FABRIC_DISPLAY,[]
0f27e0792639418d9fb169e23889ef50,ballistic panels that transfer wearer health data to a transmitter worn on the wrist,usable,,,FABRIC_DISPLAY,"['Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']"
4e0e4aa83c0d4d37ae85a9d413e3760b,"
Making table clothes or placemats that can easily be changed to match with different tables or for different holidays. Christmas themed, Thanksgiving themed, Halloween, etc.",usable,2019-07-24 22:35:46.596,A1AKL5YH9NLD2V,FABRIC_DISPLAY,[]
4def6a1a99c441288b3e41611d4a9edf,Use in amusement parks to create dazzling effects on rides,usable,2019-07-25 22:03:37.39,A20X14OMRL0YPZ,FABRIC_DISPLAY,"['Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']"
c0dcc44b7a3d49b2801c2f012af94126,a new way to advertise by projection logos and such,usable,2019-07-22 19:11:54.576,A1DY3EW6Q0B5K5,FABRIC_DISPLAY,"['Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']"
8d9a9aec3bad4c49b8fb989db427a55c,Data could be fed from a brainwave device through this instrument and it could project the current mood and feeling of a person.,usable,,,FABRIC_DISPLAY,[]
2a28f5cea80b4562b69737616276eadc,"With the connection of mobile phones with it, multiple conference calls can be made with it",usable,2019-07-22 18:15:38.981,A3ICFFGBUY4WP9,FABRIC_DISPLAY,"['Wordcount', 'Wordcount']"
55f0be55ee184986a4bdf0d050158de3,You can use it as part of a wallet. That way when you open up your wallet you can have a high quality image of your family.,usable,2019-07-25 03:19:26.03,A2Z70GL7HTFFQR,FABRIC_DISPLAY,[]
dfb8bc14680d4facb0219d74e7fd86ec,take pictures with your phone and transfer them a shirt or piece of paper,usable,,,FABRIC_DISPLAY,"['Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']"
1214fb4c71824be491311297616b7a6c,"If the fabrics could interact, that would be awesome. I am a woman who likes to go dancing, and I am always getting grabbed and groped and it makes me feel weird. If there was a particular ""button"" or spot to press on my dress that would change colors totally as a warning to the offender, that could be cool.",usable,,,FABRIC_DISPLAY,[]
a0889eacb67f45a0988ba3cfa8c2f25c,"
A new clothing design that will spark a paradigm shift. Every item is manufactured the same and we can throw out our existing preconceived notions about fashion. Instead, the designs will all be subject to clothing scripts. By switching to a solid basic shade of color for the product, so much waste is preventable without the worry of stains and color fading. Instead, companies can simple worry about producing a high quality material and leave the decoration to the customer. ",usable,2019-07-27 00:17:04.603,A3HE29W5IDR394,FABRIC_DISPLAY,[]
4159599d78b64a3eb44e7c16d8f3461a,You could have a video feed to connect people across long distances through their curtains.,usable,2019-07-30 03:19:24.091,A3DKB1786IV19A,FABRIC_DISPLAY,"['Wordcount', 'Wordcount']"
e048608bfca54911af48db8ec5316e19,This technology could be put on a blanket and used to entertain children. They could watch videos or play games on the blanket. It might be especially good for travel.,usable,,,FABRIC_DISPLAY,[]
eb6b366c60424228b3a543ca6f6ff831,we can made different fashion cloths by single fabric display. money save,usable,,,FABRIC_DISPLAY,"['Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']"
4d2e7b7ab1ea4e2f82e16787ca674dd4,putting it on the side of a bus to change the ads easily,usable,2019-07-24 15:20:42.695,AQP4PHYDXRBPI,FABRIC_DISPLAY,"['Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']"
4013b7ca822a49c5a948b283dd47bf7d,"Swimsuits that can have videos playing on them, or different designs.",usable,2019-07-26 22:47:16.447,A3FYWUZK52IC2J,FABRIC_DISPLAY,"['Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']"
7c1d4e55a5a3454db2293cbb82b1ac32,Certain colors could mean someone is hurt and needs help,usable,,,FABRIC_DISPLAY,"['Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']"
634bf67e1c644cf0a7d462987b18a633,you could use it on a bed as a form of mood lighting like effect though not lighting but patterns or videos.,usable,2019-07-23 01:29:20.462,AC6Y70F8YSHJN,FABRIC_DISPLAY,[]
4d42050e9b984630bd484a8ed5c98300,Teddy bears that smile and wink to give you and your child nightmares (or greater interaction,usable,2019-07-25 22:12:28.247,A20X14OMRL0YPZ,FABRIC_DISPLAY,"['Wordcount', 'Wordcount']"
ba444bc8da0e43e19c66142aa401b989,"This fabric could be used to make clothing for nonverbal children that they could use to communicate emotions. For instance a vest that they wear to communicate if they are hungry, too hot or cold, or need to go to the bathroom. Basic commands that would be quicker and more visually apparent than having to scroll through there communication pads and show someone the pad to communicate.",usable,2019-07-22 22:46:52.276,A293CEKS4HJAWT,FABRIC_DISPLAY,[]
cfbe7e288fa948a28484313128efb5ba,"You could hang decorative, interactive, artsy, type tapestries. ",usable,2019-07-24 14:15:08.605,A2YGAEODJ5SSF6,FABRIC_DISPLAY,"['Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']"
562976788ed24045951a941547eba780,It can be used in sports jerseys. It can display important player statistics so that spectators can be better informed of the players.,usable,2019-07-25 03:12:07.843,A2Z70GL7HTFFQR,FABRIC_DISPLAY,[]
9f939e5759a04014a028a43ebd794ba9,"Make custom designed family reunion, work retreat, team sporting event, etc event tee shirts without needing to rely on a professional's equipment. ",usable,2019-07-28 23:45:24.852,A31A4YKVSOYRVS,FABRIC_DISPLAY,[]
2998e48cfa7941b190c5ffc43191e7a5,"A customizable wall, so your room could look like any place you want it to.",usable,2019-07-24 06:54:21.967,A2K08PIXXDQLU0,FABRIC_DISPLAY,"['Wordcount', 'Wordcount']"
615f147fc58c4395ab633d0b24e6469a,"Stream media like TV or movies on any surface at any angle - eg. can be used instead of TV sets built in to the back of seats on airplanes, etc.",usable,,,FABRIC_DISPLAY,[]
71c1c62e5f124096a46cf1c8285c44ac,It could replace billboards and save paper.,usable,2019-07-24 07:06:04.881,A2K08PIXXDQLU0,FABRIC_DISPLAY,"['Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']"
ae77af1cc11847d5adc6c296739ed895,Create a toy for children that allows them to create their own touch patterns,usable,2019-07-25 22:04:30.036,A20X14OMRL0YPZ,FABRIC_DISPLAY,"['Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']"
02c4263ac56e4b4d83e857dacb6f06df,Use on the side of buildings to make large video billboards for advertising,usable,,,FABRIC_DISPLAY,"['Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']"
25833a4a8752424e9293c1889b2db2ee,"A flag that you can change to be any country, state, sports team etc.",usable,2019-07-30 01:32:41.2,AHDW0M4017Z8K,FABRIC_DISPLAY,"['Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']"
34ab90ecdeb54f5d82165ccdd029f607,it can be used to create wrapping for shipping out products by having them use a sheet to wrap the items and label them by the specific item or having a picture of what item is inside of the package making it easier to detect and potential issues ,usable,2019-07-28 21:06:46.154,AWXIEV9H6KT9E,FABRIC_DISPLAY,[]
ecbd6023662548a69c2b87412bdec4d2,it could be used by scientists who want to study animals in the wild it could hide them,usable,,,FABRIC_DISPLAY,"['Wordcount', 'Wordcount']"
c011f4d475f24a88af8e7c0a4ed372ea,"It could be used at amusement parks in different rides and attractions. Currently they use a lot of 3D and LED technology, it would be fun to add images to the walls, seats, floors, and ceilings as well.",usable,2019-07-25 17:25:03.747,A3PIRKF57QSWMS,FABRIC_DISPLAY,[]
e92bfd5b0a684231adf52d1849dc941d,Ceiling mounted tv over bed,usable,,,FABRIC_DISPLAY,"['Charcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Charcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']"
aa8a082ce59346679b3e94e1eb75b17c,The fabric display can display bright colors for easy visibility for cyclist at night or roadside construction workers to help improve their safety.,usable,2019-07-29 23:30:59.899,AKZ8SFOAI4RZN,FABRIC_DISPLAY,[]
cd5216857ab1400bb5af25fcb9acf33e,Upholstery could change based on the season or holiday. You could have a Christmas themed sofa and then a News Years celebration one.,usable,2019-07-26 22:21:22.891,A2EKR2ZFO10VMV,FABRIC_DISPLAY,[]
15b84ae5239b421fbbd0adaca6473c8d,A tent could use this material to create a camouflage like effect for hunting or even military uses.,usable,2019-07-23 01:28:20.089,AC6Y70F8YSHJN,FABRIC_DISPLAY,"['Wordcount', 'Wordcount']"
285e65f355d84a4eb687aeb5fc10c59b,"
backpacks that you can edit color and design",unusable,2019-07-22 17:25:49.463,AVPW7AXI9AFSM,FABRIC_DISPLAY,"['Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']"
609063d967b5417da8c5477130b31585,"This could be used to help get outfit ideas on what to wear. By seeing all the choices laid out in front of you, it would be easier to make decisions.",usable,,,FABRIC_DISPLAY,[]
dcde483aedc24214b4ad9bedddf8df92,"
A blanket that can be easily matched to any type of bedding.",usable,2019-07-24 22:33:16.403,A1AKL5YH9NLD2V,FABRIC_DISPLAY,"['Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']"
c8877ece5f784fb5ab7f8cfd990eb718,it can be used in flags to make them more noticeable and fun ,usable,2019-07-24 08:16:46.072,AQ9Y6WD8O72ZC,FABRIC_DISPLAY,"['Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']"
ec293326969548e7b07e7de5699aeb99,Could be used by stage actors so that they can make quick costume changes instantly.,usable,2019-07-25 22:11:55.307,A19R9046KFC12H,FABRIC_DISPLAY,"['Wordcount', 'Wordcount']"
caff54b4e9a64e529d0cc087efe068c2,Can be used for security purposes by being attached to the windows of homes to create the indication that someone is at home or make it appear that the home is occupied.,usable,,,FABRIC_DISPLAY,[]
ce6bf84f8baa4dee8f7cc3b92f2b4aa1,This could be used as a portable TV,usable,2019-07-23 21:17:55.336,AWNQ9E62XRB0O,FABRIC_DISPLAY,"['Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']"
17c7dfbfd69f4c0ab8a08b759f913217,New way to text or facetime without phone,usable,,,FABRIC_DISPLAY,"['Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']"
c9cc7edad06a407a9241a7df8a007e2e,it could be used on yoga mats to show hand and feet positioning or any general educational exercise purposes,usable,2019-07-29 21:27:23.482,A1EITLFAMKA61U,FABRIC_DISPLAY,"['Wordcount', 'Wordcount']"
6f8ff8d20265410287e6d84b1f0a9992,A dog collar that displays the phone number of the owner.,usable,2019-07-29 01:02:42.276,A2PXJTMWGUE5DC,FABRIC_DISPLAY,"['Wordcount', 'Wordcount', 'without verb or adj unigram', 'Wordcount', 'Wordcount', 'without verb or adj unigram']"
a767233fcb444496b2efd99c4e597b0b,a way to display snapchat filters on your face,usable,2019-07-22 19:10:57.787,A1DY3EW6Q0B5K5,FABRIC_DISPLAY,"['Wordcount', 'Wordcount', 'Wordcount', 'without verb or adj unigram', 'Wordcount', 'Wordcount', 'Wordcount', 'without verb or adj unigram']"
33cb0db312d3408f86f9d71fb2701c33,The technology could be used for costume designers or clothing designers for high-end clothes or costumes for athletes/dancers.,usable,2019-07-23 23:05:47.539,A2ZYUU30WYDYI0,FABRIC_DISPLAY,"['Wordcount', 'Wordcount']"
49b105ccdee749649e42a55f75f5efd8,An impact resistant television. No more Wii remote worries.,usable,,,FABRIC_DISPLAY,"['Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']"
1ff164a0ef88411daa591709898ecde4,It could be attached to a car seat for entertainment for little kids. It couldn't get broken since it is fabric and couldn't hurt them in an accident.,usable,2019-07-24 21:57:21.197,A198MSVO1VTAT5,FABRIC_DISPLAY,[]
a025abe3b4e64da08d933a9e923dd06f,This could provide an exciting restaurant menu that updates dynamically.,usable,2019-07-29 22:42:44.961,AD70PPBAJSCPV,FABRIC_DISPLAY,"['Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']"
ae5897c99ee6480fab9ab1f7d210e22e,"Create a blanket that shows relative body temperature of someone under the blanket to show areas of inflammation or chill for massage, warming, etc. Would be useful in hospital settings for nonresponsive yet aware patients to identify possible discomfort.",usable,,,FABRIC_DISPLAY,[]
477d653058564e8484c094944aead179,"A girl's doll, that comes in various sizes from barbie to life size, with customizable hair, makeup and outfits that are designed with touch.",usable,2019-07-28 23:50:42.755,A31A4YKVSOYRVS,FABRIC_DISPLAY,[]
5fa471e763ed42c09fa2cbfa4d09254b,Could be used to create a new handheld video game device similar to a PlayStation Portable (PSP),usable,,,FABRIC_DISPLAY,"['Wordcount', 'Wordcount']"
031ef77542d942d689f9a93c89dddcb3,It could be used by college professors as part of a teaching method. By having some information on cloth they display important classroom material without needing a screen.,usable,2019-07-25 03:11:12.208,A2Z70GL7HTFFQR,FABRIC_DISPLAY,[]
37196f44b4f7468c890252ef3c74ca89,Children's learning pad.,usable,,,FABRIC_DISPLAY,"['Charcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Charcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']"
abbffdc1e2f24e559685bf8c2f58c79f,"A ""window"" on a door or wall, that allows you to see through a camera on the other side. Allowing you to watch your kids from the next room, or even just have a pizza sized peephole at your front door.",usable,2019-07-22 17:46:22.491,AUFUUD4WG9CVO,FABRIC_DISPLAY,[]
41e8d09d572a4a8d9db71ee8d76726ad,A decorative blanket/tarp to be used on walls. It can look like a regular quilt and also pull up slideshows or be used as a screen for televesion shows etc.,usable,,,FABRIC_DISPLAY,[]
ed06a5c7a3b942b59027ba7b577006c6,"For those that enjoy seasonal flags, place a flag sized fabric on the pole and it'll automatically change based on the date",usable,2019-07-25 22:08:40.266,A20X14OMRL0YPZ,FABRIC_DISPLAY,[]
d6634e1894914de7a6f2b92975dcc4cc,A display to such a high resolution caliber would be a great asset to the medical community (surgeons) and medical professionals that are doing research for new cures of cancers and other diseases. This will allow for a clear and full visual in any space and any time.,usable,,,FABRIC_DISPLAY,[]
344209fe82cb4817a1b828e4a0410194,"we can use it as a mat, and live floor by changing the display.",usable,,,FABRIC_DISPLAY,"['Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']"
e33d8cd12c2c4bffb68d86d8f47986d9,Color/theme changing quilt,usable,2019-07-25 17:42:29.838,A35D31QHYQUF9V,FABRIC_DISPLAY,"['Charcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Charcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']"
ef07a851c1e945a1a1db54caa76b0d5b,Fabric car seats that can change images/designs.,usable,2019-07-26 22:42:29.133,A3FYWUZK52IC2J,FABRIC_DISPLAY,"['Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']"
87ef0c49f676421f89fc22e462a04d1a,Countries could get a lot more creative with their flag designs.,usable,2019-07-26 22:11:57.354,A2EKR2ZFO10VMV,FABRIC_DISPLAY,"['Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']"
65c707c812f549f79675cffd4147b479,you can use this in hospital rooms where patients are bed written to look like they are somewhere else,usable,2019-07-24 15:14:49.01,AQP4PHYDXRBPI,FABRIC_DISPLAY,"['Wordcount', 'Wordcount']"
86b777757a94494aa045a9c042983b50,For heart patience a shirt that has built in sensors that tell them if their heart rate has increased or decreased in any way.,usable,2019-07-29 01:08:55.087,A2PXJTMWGUE5DC,FABRIC_DISPLAY,[]
3a50fde240ed468c8e47f67f98e59a71,"A touch screen device that could be programmed to do anything a teacher chose, would help students learn and practice lessons.",usable,2019-07-24 07:00:12.771,A2K08PIXXDQLU0,FABRIC_DISPLAY,[]
469c12b79f064ffb8d51cd69c7e1a2a6,"Flexible canvas allowing for traditional artists to create digital artwork which can be saved and exported to computers, phones, and other devices people use to view pictures.",usable,2019-07-24 23:31:19.157,A3BFMY5OX2WMUW,FABRIC_DISPLAY,[]
4e55403c7923468f98acdffcb607e0b3,I think that this technology would be good for projector screens - it could replace bulky TVs that look ugly when not in use instead being able to use the fabric on the wall and remove when not in use.,usable,,,FABRIC_DISPLAY,[]
6a1390b9ff5a4d7cbd3a3d2b50a07f28,the fabric can be used in childrens toys and help keep them more entertained,usable,2019-07-24 08:15:26.744,AQ9Y6WD8O72ZC,FABRIC_DISPLAY,"['Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']"
41fe889962e249a499190a4a9bd15a37,Wall decoration for a home.,usable,,,FABRIC_DISPLAY,"['Charcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'without verb or adj', 'without verb or adj unigram', 'Charcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'without verb or adj', 'without verb or adj unigram']"
94e6209890a04baea240006f5086ed8b,Classroom posters that can be turned off during tests,usable,2019-07-25 22:11:51.31,A20X14OMRL0YPZ,FABRIC_DISPLAY,"['Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']"
d09eb8113dc7462a8bc0e1f215c0b546,"
It could be used in cars if you don't have video players in the back for your kids. You could put a video on the back of fabric seats.",usable,2019-07-22 20:48:37.559,AA87I4LIAG09P,FABRIC_DISPLAY,[]
473fd70689f645e09d56ef718234ff73,Would be great for passengers of uber or taxi lifts. The passenger would be able to communicate and monitor their route while in progress right from the back of the seat. (given it is a fabric seat) ,usable,2019-07-25 18:08:22.11,A3E9A9O3CLMEW,FABRIC_DISPLAY,[]
2bb13e056f29478b8380240652e0ac5f,Designing holographic images with great impact on audiences at outdoor shows.,usable,2019-07-24 09:02:39.107,A1PHDT66U6IK4Q,FABRIC_DISPLAY,"['Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']"
cb24c0e837464c76a5b4787053158891,"Create clothing that changes patterns and colors when the user selects it. With the use of high resolution images, textures and even different ""cuts"" of clothing could be simulated.",usable,2019-07-29 20:43:08.098,AIK9IRPT4M848,FABRIC_DISPLAY,[]
1a8315869bed4142a9835430d43549bc,It can be used in school plays as a background instead of having to build out sets. This will save time and make it easier for switching of scenes.,usable,,,FABRIC_DISPLAY,[]
8d20eb453e4c48b9851f6fba1453f24a,"Flags - such as Air Quality Index flags - which are changed regularly could be automated and data driven. In this case, the projection may simply be a color, but it would save time, money and accuracy in the process of community notifications.",usable,,,FABRIC_DISPLAY,[]
8959934eab4e433d85fcd9feeb798204,"You could use it on work uniforms so when people get promoted, they don't need a whole new uniform.",usable,2019-07-29 18:04:13.73,A2196WCNDZULFS,FABRIC_DISPLAY,"['Wordcount', 'Wordcount']"
654ca389158e4faf80ef286d574703c0,"This could be used for Christmas decorations - maybe to display a glowing manger, twinkling star, moving reindeers, etc.",usable,,,FABRIC_DISPLAY,"['Wordcount', 'Wordcount']"
e8fc4c53243744c797d02c77fbf3dfc6,This could allow for signs to be updated to meet the needs of protestors.,usable,2019-07-29 22:44:54.063,AD70PPBAJSCPV,FABRIC_DISPLAY,"['Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']"
fd7720fc57af4244adfafada244d5918,"Could be used to determine the temperature outside and the current weather, and could be displayed on fabric to give you the temperature in real time.",usable,,,FABRIC_DISPLAY,[]
241ef375a6924fab9c86d22626d26cbf,"Could be used on a billboard, so when there is a new ad wanting to be on the billboard, someone could just upload the companys ad on it, which would save much more time than doing it manually.",usable,,,FABRIC_DISPLAY,[]
ce8d142077f44206a4fa577b5f39a368,"It could be used as a portable do-it-all entertainment and communication device - phone, TV, computer all in one",usable,,,FABRIC_DISPLAY,"['Wordcount', 'Wordcount']"
3e3f046e23cb4fe796e262de912cc6fd,protective face masks that can provide additional video monitoring options for use in search and rescue operations,usable,,,FABRIC_DISPLAY,"['Wordcount', 'Wordcount']"
7eb8c91117364db9911a6e3e3c7cc779,You could simulate a sunny day or a stormy day on your window curtains to add some ambiance to your rooms.,usable,2019-07-25 16:56:54.813,A26NGLGGFTATVN,FABRIC_DISPLAY,[]
21e2c9e2b27e443c9f55b28070826775,can be used to keep pets occupied for the day with video or music being a babysitter or calming agent for them,usable,,,FABRIC_DISPLAY,[]
6a1f5ce251ce4eb08f867be43eaba3bc,"When you're in the car with a kid, put the connector on the back of your head rest or on the back of your seat and turn on a video for them to watch. ",usable,2019-07-25 22:14:16.424,A2R0YYUAWNT7UD,FABRIC_DISPLAY,[]
c412689a688a44eeb924215c8f794d13,"The technology could be useful in the architectural design process by creating various architectural models in accordance with the requirements of the project leader. For example, if we want a gothic house, we can access and choose more models of such gothic houses.",usable,2019-07-24 09:23:16.348,A1PHDT66U6IK4Q,FABRIC_DISPLAY,[]
ef1f20e5a031442ba5eb417108b7b46a,can use with siblings so they can keep each other busy on long car rides,usable,,,FABRIC_DISPLAY,"['Wordcount', 'Wordcount']"
899b2ebca7d14d1bbdb060316cac26a3,"If you're clothes shopping online and aren't sure if a certain piece of clothing will look good on you, just download a picture of it and put the picture on your current piece of clothing to see what you;d look like wearing it. ",usable,2019-07-25 22:15:43.164,A2R0YYUAWNT7UD,FABRIC_DISPLAY,[]
1f84f798aecd4ccc99fa924749cfc435,This allows people to learn or attend classes without being present in front of a computer.  They can study lecture slides when they are on a train or at a park.  Can facilitate adult learning/adults with full time jobs that want to get a degree.,usable,,,FABRIC_DISPLAY,[]
22e372e77d274e029925b0599880b6c2,"Use it to have fun with your cats. They love to chase those laser pointers and other stuff like that, so if you have a carpeted floor, put a connector on it and put a video of mice running around on it. It would be funny to see the cats chasing them.",usable,2019-07-25 22:19:27.543,A2R0YYUAWNT7UD,FABRIC_DISPLAY,[]
1e8c1ce2524a49bab7da01195af3e57a,Attraction places like Disney could use this fabric display to build creative illusions that would amaze visitors and create 3D and 4D animations.,usable,,,FABRIC_DISPLAY,[]
73d8463b2dd2492383785c2b68a4ad03,It would change the fashion world because you could put any image or video you want on clothes.,usable,2019-07-24 21:07:03.193,A3QL8ZAD9BKWUF,FABRIC_DISPLAY,"['Wordcount', 'Wordcount']"
6d670ed8c6b04c12b60faae365462168,The fabric could be used on furniture to give it any look you'd want and not have to spend a ton just for looks but only for quality then.,usable,2019-07-26 00:51:39.006,AP4750DK7PU1B,FABRIC_DISPLAY,[]
849fe2f485f3444bbc4fc6b6be9d442a,take on a camping trip to watch videos or scare animals away ,usable,2019-07-28 17:22:12.822,A1GKD3NG1NNHRP,FABRIC_DISPLAY,"['Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']"
1eded05c197d46ebbb8e2068c0f50cbc,Could make for more realistic and interactive backdrops during a play.,usable,2019-07-24 23:33:06.996,A3BFMY5OX2WMUW,FABRIC_DISPLAY,"['Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']"
7cbd08d3989943fda0bd53eeb0275380,WE could use it for the military to camoflauge the troops.,usable,,,FABRIC_DISPLAY,"['Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']"
ed4135047d2c47d6a5f0d883ef9257be,Why not make accessories to be worn with the fabric? Ties for men and scarves for women. Will still be able to touch the tie and scarf without being inappropriate.,usable,,,FABRIC_DISPLAY,[]
00a5a542921c419090c7dee0deae3ea9,Such a technology could be used during fitness classes or lessons so as to help students record what they are doing while working out. They can review their progress when they are free.,usable,,,FABRIC_DISPLAY,[]
51aebea9efd34d46bdc127d35cf01034,"This fabric could be used for formal attire, such as weddings, proms, etc. This would allow people to change their colors as they like, and not be stuck with one color, have a variety of choices for those that are a bit picky or undecisive.",usable,,,FABRIC_DISPLAY,[]
f045851ca94d49f7950b4dc74944a199,Prank someone by putting the connector on the back of their shirt and turn a funny picture on. Its the futuristic version of a 'kick me sign',usable,2019-07-25 22:12:54.423,A2R0YYUAWNT7UD,FABRIC_DISPLAY,[]
