ID,DESCRIPTION,STATUS,CREATED,WORKER_ID,CHALLENGE
9fdfce2f07124e09988a6abc3e0f86cc,"
mouse pads",unusable,2019-07-22 17:27:32.632,AVPW7AXI9AFSM,FABRIC_DISPLAY
e04526eb611d47e7b2ee0351f4015659,"
umbrellas",unusable,2019-07-22 17:27:50.614,AVPW7AXI9AFSM,FABRIC_DISPLAY
65a539c14f56431184528d532ae5c783,"
table cloths",unusable,2019-07-22 17:27:57.87,AVPW7AXI9AFSM,FABRIC_DISPLAY
8df7d71510e945b1b17111334896e70c,"
napkins",unusable,2019-07-22 17:27:59.761,AVPW7AXI9AFSM,FABRIC_DISPLAY
7ed32023d32f4426b11928412c4064e2,"
banners",unusable,2019-07-22 17:28:45.861,AVPW7AXI9AFSM,FABRIC_DISPLAY
d19dd4ee4cb749e69d98e41918690182,"
seat cushions",unusable,2019-07-22 17:28:55.148,AVPW7AXI9AFSM,FABRIC_DISPLAY
5ec3de230dcb42ad9b0d3b1527988eae,"Make curtains out of it, to display custom art.",usable,2019-07-22 17:34:32.417,AUFUUD4WG9CVO,FABRIC_DISPLAY
26bc0e8e1f334794960ffd17ef32ad5c,"Large scale portable movie screens, designed to be hung inside or out.",usable,2019-07-22 17:35:33.494,AUFUUD4WG9CVO,FABRIC_DISPLAY
b5673983d9e641e784554f65d280e433,"Customizable clothing, anything from high fashion to Halloween costumes.",usable,2019-07-22 17:36:06.939,AUFUUD4WG9CVO,FABRIC_DISPLAY
2e80686075b0412f84b4e57fa51eeb9c,"
yarn",unusable,2019-07-22 17:36:50.808,AVPW7AXI9AFSM,FABRIC_DISPLAY
a0cb747f1f2c408cacd73ff8659244fb,"
'glowing' sting/yarn",unusable,2019-07-22 17:37:07.449,AVPW7AXI9AFSM,FABRIC_DISPLAY
8ac72ffe69304d1d8ead835f0258b949,"
favorite you tube video on your shirt",unusable,2019-07-22 17:37:32.461,AVPW7AXI9AFSM,FABRIC_DISPLAY
3f1711a1c28f493f8ece7781c2d3319e,play any gif on a t-shirt,unusable,2019-07-22 17:37:41.703,AVPW7AXI9AFSM,FABRIC_DISPLAY
5df8ec0a0fcb42418c3615b597cdd0e8,"Clothing that can be ""turned on"" to designate impairments such as deafness for easier interaction with groups such as law enforcement.",usable,2019-07-22 17:38:06.828,AUFUUD4WG9CVO,FABRIC_DISPLAY
4ae01ad7e18942a185d7e0e89fb76629,"
put things from your photo/video library on your shirt",unusable,2019-07-22 17:38:10.241,AVPW7AXI9AFSM,FABRIC_DISPLAY
d7733c0894c641c885418aa3f006256b,"Lightweight, customizable photo frames, that can't be broken.",usable,2019-07-22 17:39:16.732,AUFUUD4WG9CVO,FABRIC_DISPLAY
da90b69a25f84daa89ae95d1746cb9ea,"
say a phrase out loud, have that image pop up on your shirt",unusable,2019-07-22 17:39:36.537,AVPW7AXI9AFSM,FABRIC_DISPLAY
c4ef3f2153b347cc9ca18a49d3af607d,A children's game pad for learning games.,usable,2019-07-22 17:40:01.483,AUFUUD4WG9CVO,FABRIC_DISPLAY
6447193a6d064d7fb608f82fb68c2dc9,A portable dance dance revolution board.,usable,2019-07-22 17:40:18.812,AUFUUD4WG9CVO,FABRIC_DISPLAY
11eae0b27fac40fd8dbfeb4b34979577,"Integration into high end board games and other tabletop games, to cut down on setup and ""fiddly bits"" time.",usable,2019-07-22 17:41:19.22,AUFUUD4WG9CVO,FABRIC_DISPLAY
a6ec4594bb3048e9bdbff677ea85a531,Lightweight palm pilot/blackberry style planners for keeping notes and lists in.,usable,2019-07-22 17:42:49.118,AUFUUD4WG9CVO,FABRIC_DISPLAY
f2a5961c989d49e2bfa39bcc76f44503,Children's iPad equivalent.,usable,2019-07-22 17:42:59.52,AUFUUD4WG9CVO,FABRIC_DISPLAY
d03eceea56ad4ba69026738339ec810f,This could be used on displays in clothing stores to preview different color clothing items.,usable,2019-07-22 17:43:50.418,A13JMFIKC0UKYS,FABRIC_DISPLAY
b8f9b89c1426499bb3444f3025299504,This could be used on car interiors on headrests and dashboards to provide GPS or entertainment and games.,usable,2019-07-22 17:44:29.542,A13JMFIKC0UKYS,FABRIC_DISPLAY
06e756e3248544ccb55220e2a974a522,"Large corporations could make ""marketing"" clothing that pays you to wear their logo/deals/etc., most likely in the for in store credit.",usable,2019-07-22 17:44:34.021,AUFUUD4WG9CVO,FABRIC_DISPLAY
56bab3f456074dd78242ddebe272efc9,This display could be used in stores on carpet samples to see different colors and types of product.,usable,2019-07-22 17:45:15.118,A13JMFIKC0UKYS,FABRIC_DISPLAY
abbffdc1e2f24e559685bf8c2f58c79f,"A ""window"" on a door or wall, that allows you to see through a camera on the other side. Allowing you to watch your kids from the next room, or even just have a pizza sized peephole at your front door.",usable,2019-07-22 17:46:22.491,AUFUUD4WG9CVO,FABRIC_DISPLAY
571b7c02d3c144ffa04ca073d5ed0e04,This can be used in hotels to wake up in the morning and order breakfast right from your pillow or sheets as you decide to pull it open.,usable,2019-07-22 17:46:37.467,A13JMFIKC0UKYS,FABRIC_DISPLAY
9614a16c7b2e44cebca3ee339b044c83,This could be used to watch videos on a fabric tent when camping for entertainment.,usable,2019-07-22 17:47:11.242,A13JMFIKC0UKYS,FABRIC_DISPLAY
7a7c43b295ab431e9ea39b454efd170d,This could allow companies to have employees use this technology for their uniforms customization in order to change it periodically.,usable,2019-07-22 17:48:39.923,A13JMFIKC0UKYS,FABRIC_DISPLAY
855e11ccf97b4257ac422e572cf4bc26,This could be used to relieve dogs of anxiety when their owners are not present. This could be done in the form of a blanket or a dog bed with their owner's voice playing upon approaching.,usable,2019-07-22 17:49:24.838,A13JMFIKC0UKYS,FABRIC_DISPLAY
0d2982adbeb548e19ae9c4f8c2bd3587,This technology could be implemented onto window curtains in order to change the color and design as you want rather than buying new curtains.,usable,2019-07-22 17:50:07.844,A13JMFIKC0UKYS,FABRIC_DISPLAY
e5d9044ce473417eba21cf5539e3bf75,This technology could be used on hats in order to change the design or logo.,usable,2019-07-22 17:50:35.208,A13JMFIKC0UKYS,FABRIC_DISPLAY
48c9268d8018416fb304935360aff864,This can be used as a game board to play checkers or chess or any such type of game.,usable,2019-07-22 17:52:08.286,A13JMFIKC0UKYS,FABRIC_DISPLAY
9fd9b7aa56d742ac9c068ff21dbc5623,This could be used as changeable and interactive wall art via a large tapestry.,usable,2019-07-22 17:52:49.947,A13JMFIKC0UKYS,FABRIC_DISPLAY
418167b316db4cf2a767cebc67cacc31,"This could be used as a table cloth and the image could be changed based on the occasion. For example, holidays such as Christmas and Thanksgiving. ",usable,2019-07-22 17:53:40.867,A13JMFIKC0UKYS,FABRIC_DISPLAY
d58bbed635784a5482eb583905a1a0de,This could be used as a tree skirt around a Christmas tree that can play videos with Christmas songs as well as a slideshow of different festive images.,usable,2019-07-22 17:54:15.941,A13JMFIKC0UKYS,FABRIC_DISPLAY
2205ebc3015745ee8423fe61193de213,This could be used on a dress tie in which you could change the design on it based on a touch selection rather than having a bunch of different ties. ,usable,2019-07-22 17:56:27.66,A13JMFIKC0UKYS,FABRIC_DISPLAY
1525693bcd0843d88da417da009d7e04,This can be used as a shower curtain to be able to change the design periodically. ,usable,2019-07-22 17:57:39.201,A13JMFIKC0UKYS,FABRIC_DISPLAY
6133f2536b4440cf8584205f8435d615,It will be very useful to train sportsmen as the can be properly shown the desired moves at any point in time.,usable,2019-07-22 18:13:56.853,A3ICFFGBUY4WP9,FABRIC_DISPLAY
19a7dcbb38204a66ac9a06919656c7d9,"
It can be used to project movies while at camp since it is easier to wrap around",usable,2019-07-22 18:14:34.873,A3ICFFGBUY4WP9,FABRIC_DISPLAY
2a28f5cea80b4562b69737616276eadc,"With the connection of mobile phones with it, multiple conference calls can be made with it",usable,2019-07-22 18:15:38.981,A3ICFFGBUY4WP9,FABRIC_DISPLAY
6e8dca62222f4511b615c4fca25ccaa4,The fabric will be great for publicity and advertisement. People can sign up with companies to have their products displayed their cloths and they move around with it.,usable,2019-07-22 18:20:14.247,A3ICFFGBUY4WP9,FABRIC_DISPLAY
b50e010e85384647a5c6cb3366d53b68,"
It is a wonderful way to present ideas. I mean, you have rolled up in your pocket and you can easily sell your Idea to anyone on the go!",usable,2019-07-22 18:23:41.387,A3ICFFGBUY4WP9,FABRIC_DISPLAY
a767233fcb444496b2efd99c4e597b0b,a way to display snapchat filters on your face,usable,2019-07-22 19:10:57.787,A1DY3EW6Q0B5K5,FABRIC_DISPLAY
1e732e262916402ca4a091ac4b8c2c68,"
add images to clothes. ",usable,2019-07-22 19:11:29.641,A1DY3EW6Q0B5K5,FABRIC_DISPLAY
c0dcc44b7a3d49b2801c2f012af94126,a new way to advertise by projection logos and such,usable,2019-07-22 19:11:54.576,A1DY3EW6Q0B5K5,FABRIC_DISPLAY
c596ab86e26a4c7faef997f2580fa38e,post information about businesses on this fabric,usable,2019-07-22 19:16:31.86,A1DY3EW6Q0B5K5,FABRIC_DISPLAY
2b0291df2b8a4b69b858eb1a07cd89f6,player info on sports uniforms during games,usable,2019-07-22 19:19:05.411,A1DY3EW6Q0B5K5,FABRIC_DISPLAY
f2c9aee6328048a28bb91927ad06729e,This could be used to create a pattern for people who embroider hoops of fabric. ,usable,2019-07-22 20:38:28.015,AA87I4LIAG09P,FABRIC_DISPLAY
76b3fa9a12354350a8e545c21761de19,It could used as new way to show home videos. ,usable,2019-07-22 20:39:58.378,AA87I4LIAG09P,FABRIC_DISPLAY
932ec1c0ac4648dd911f1aa43e4700f3,"
It could be used to render photographs onto canvas, so that painters could manipulate the colors of the picture with paint (kind of like a manual version of digital art).",usable,2019-07-22 20:41:26.925,AA87I4LIAG09P,FABRIC_DISPLAY
dfd6f8d0d6fc4dbc8fe5602e22c3a694,It could be used in conjunction with funerals/end of life events for displaying photos of the deceased.,usable,2019-07-22 20:43:18.964,AA87I4LIAG09P,FABRIC_DISPLAY
8cebf8e436ae454e95b89ae1ebea6ad7,It could be used by people who want to create their own t-shirts using their own images. ,usable,2019-07-22 20:45:33.902,AA87I4LIAG09P,FABRIC_DISPLAY
ffcb551ab2014cf3851ae4972b39f2e6,"
Crafters could use it to create a variety of products, such as tapestries of fabric magnets.",usable,2019-07-22 20:46:59.311,AA87I4LIAG09P,FABRIC_DISPLAY
d09eb8113dc7462a8bc0e1f215c0b546,"
It could be used in cars if you don't have video players in the back for your kids. You could put a video on the back of fabric seats.",usable,2019-07-22 20:48:37.559,AA87I4LIAG09P,FABRIC_DISPLAY
009b069617514dd4b1ca9d658a16fa7d,Technology could be useful for fashion and DIY creativity from consumers ,usable,2019-07-22 20:53:22.874,A2J18K5IUQ2K4G,FABRIC_DISPLAY
5098586ead2a4a2fa0348ecef226e591,"Fabric could be useful in sports, or for fans, to have a jersey that could change number and player on command",usable,2019-07-22 20:54:21.365,A2J18K5IUQ2K4G,FABRIC_DISPLAY
59763e92837d49e482edba2d2214b99e,Technology could be useful for branding in various businesses. To have their name and logo on various fabrics located at their business ,usable,2019-07-22 20:55:02.751,A2J18K5IUQ2K4G,FABRIC_DISPLAY
89c57097cf03495fa23b1c803cecca9f,Could be useful in law enforcement to warn civilians of a prominent threat,usable,2019-07-22 20:56:16.321,A2J18K5IUQ2K4G,FABRIC_DISPLAY
c23bc43955124251824235f1b8db6843,"Could be used in construction, worn by workers to alert drivers to caution",usable,2019-07-22 20:56:39.458,A2J18K5IUQ2K4G,FABRIC_DISPLAY
3d708ac6e05f46b39d2d8dab0b91ec53,"Could be used in consumer home decor, where the person would have the ability to change the surface of their various furnishings like curtains, bedsheets, towels etc",usable,2019-07-22 20:57:12.801,A2J18K5IUQ2K4G,FABRIC_DISPLAY
091b1a5a9f7440ed9e6921eb78c699af,Could reduce waste in various businesses or events by only having to program a new sign instead of using other resources,usable,2019-07-22 20:58:29.892,A2J18K5IUQ2K4G,FABRIC_DISPLAY
e06cebbbc378494f9221d9d5ac76d430,Could be synched with fitness devices to changed based on vital signs & or exercise goals ,usable,2019-07-22 20:59:29.898,A2J18K5IUQ2K4G,FABRIC_DISPLAY
edb8cb65c3e2466fbb0a14f4565389d9,"This device could be used by businesmen and women, so they are able to make quick presentations and explain charts anywhere.",usable,2019-07-22 21:11:00.269,A2B227N1NQYS56,FABRIC_DISPLAY
0f12188b66ce48f0a8722211462e8553,"This device could be use by teachers to reflect subject-related content on the students themselves, which would amuse them and definitely grab their attention.",usable,2019-07-22 21:11:57.155,A2B227N1NQYS56,FABRIC_DISPLAY
f51efc6966b74ee6926f24e52d0d8b09,This type of technology could be used by police to mirror a highly reflective image or any sort of attention-grabbing display in a suspect who's trying to get away in highly populated places such as festivals or concerts.,usable,2019-07-22 21:13:22.606,A2B227N1NQYS56,FABRIC_DISPLAY
43762ff8cb0145c7b61697f8f91e0a56,"This type of technology could be used in the emergency area of hospitals, where the doctors and/or nurses would display a color or image on the patient's clothing depending on the severity of their condition, so it's easily identifiable and rapidly treated.",usable,2019-07-22 21:14:38.373,A2B227N1NQYS56,FABRIC_DISPLAY
9961992513c841e4a96d7bf5a92c57dc,"This device could be used for parties, so as the host is able to display any type of image or colors in the curtains of their home easily, without having to acquire extra decoration.",usable,2019-07-22 21:15:55.946,A2B227N1NQYS56,FABRIC_DISPLAY
6179ae03afed482fae61765dcaf552b1,This device could be used by air companies in order to aid the customers in identifying their seats based on the color reflected on the fabric of the seats.,usable,2019-07-22 21:19:31.452,A2B227N1NQYS56,FABRIC_DISPLAY
ba7d3766df6a40e09acb8d1468f2fe79,This device could be used in stadiums to create giant flags or other sport-related contents on the clothing of the crowd.,usable,2019-07-22 21:20:57.729,A2B227N1NQYS56,FABRIC_DISPLAY
5fa7f92ac3ec49c1aa68319c7b4d1ee3,"It could be used by mothers or nannies to mirror funny videos for their kids anywhere, so they are able to remain distracted and entertained.",usable,2019-07-22 21:23:18.318,A2B227N1NQYS56,FABRIC_DISPLAY
2e1fc4785dda4afaa862b7a53b96183a,It could be used by deepsea divers to reflect deterrent images or videos on their diving suit in case they find themselves in a dangerous situation such as a shark circling them. The content might scare the shark away.,usable,2019-07-22 21:24:49.238,A2B227N1NQYS56,FABRIC_DISPLAY
ba444bc8da0e43e19c66142aa401b989,"This fabric could be used to make clothing for nonverbal children that they could use to communicate emotions. For instance a vest that they wear to communicate if they are hungry, too hot or cold, or need to go to the bathroom. Basic commands that would be quicker and more visually apparent than having to scroll through there communication pads and show someone the pad to communicate.",usable,2019-07-22 22:46:52.276,A293CEKS4HJAWT,FABRIC_DISPLAY
f6b888ba71334eb5966b94188e90b61f,"This fabric could be used to make fabric wall paper panels that can transform a wall into a large screen entertainment area or ""wireless"" desktop through bluetooth or google chrome.",usable,2019-07-22 22:49:21.937,A293CEKS4HJAWT,FABRIC_DISPLAY
9081f87ce025408eabd81464b2a7301f,This fabric could be used to make baby blanket or children's blankets that can be nightlight type blankets or stars/planetary visualizations at night for bedtime. Also if the scale could be changed to a smaller surface area then the blanket could be folded over and used like a screen to hold in their lap and watch videos in the car or just when they are lounging. If there was a port/plug for some headphones that would awesome. I'm sure with Bluetooth that the video connector could include sound as well so that headphones or earbuds could be used.,usable,2019-07-22 22:55:06.224,A293CEKS4HJAWT,FABRIC_DISPLAY
a92d611b91324cb39b5a0cf9fb9302a9,people could use it on clothes to design there own fashion or even videos or gifs to wear around.,usable,2019-07-23 01:26:47.364,AC6Y70F8YSHJN,FABRIC_DISPLAY
a9a09625ff9244ca84d2b56546d5e107,At Christmas drapes made from this material could be used similar to lighting for decorations both inside and out.,usable,2019-07-23 01:27:41.517,AC6Y70F8YSHJN,FABRIC_DISPLAY
15b84ae5239b421fbbd0adaca6473c8d,A tent could use this material to create a camouflage like effect for hunting or even military uses.,usable,2019-07-23 01:28:20.089,AC6Y70F8YSHJN,FABRIC_DISPLAY
634bf67e1c644cf0a7d462987b18a633,you could use it on a bed as a form of mood lighting like effect though not lighting but patterns or videos.,usable,2019-07-23 01:29:20.462,AC6Y70F8YSHJN,FABRIC_DISPLAY
8336d92a33bb4b0b9f289be1e6a6a899,Depending on how durable the material is it could be used on umbrellas to create fun and interesting designs for both rain and beach umbrellas.,usable,2019-07-23 01:30:39.76,AC6Y70F8YSHJN,FABRIC_DISPLAY
82ff8f00bd6643fcb83eb7ecb0c7fe9c,It might make a good material for Halloween to be used as part of a costume to give it an interesting look.,usable,2019-07-23 01:31:16.71,AC6Y70F8YSHJN,FABRIC_DISPLAY
a6d09c9c6ee144ada8dd1fdbbc25d283,A tablecloth with this feature would make for an interesting piece at a party or get together which could feature designs or videos that fit the theme of the get together.,usable,2019-07-23 01:33:15.642,AC6Y70F8YSHJN,FABRIC_DISPLAY
f21d2afc07c74f28b1489b75d18809a5,if the material is durable enough it would make a great canvas for images and videos on shoes which would probably be very popular.,usable,2019-07-23 01:34:40.225,AC6Y70F8YSHJN,FABRIC_DISPLAY
74c46c67aa3c4a20841cf93665424c57,Depending on the resolution of the video it might make a good replacement for a television or monitor as its size would allow for very light large surfaces for video.,usable,2019-07-23 01:36:19.236,AC6Y70F8YSHJN,FABRIC_DISPLAY
696629ae4a8a41e1b11332727a0a467a,It could be used for circus tents as flashy images and lights are ways to draw in crowd and add to the performance to the main stage.,usable,2019-07-23 01:37:26.191,AC6Y70F8YSHJN,FABRIC_DISPLAY
1aa07629b86f47f6b34f18d5c808287d,Can be used as kids blankets so you can always change the image to represent the favorite cartoon character that your child loves at any given moment.,usable,2019-07-23 21:12:49.463,A35NM2285DUAFH,FABRIC_DISPLAY
9b2b377c780548f68a3ca52c8437c859,Can be used to create very large murals on your wall and allow you to experience different amazing pictures without permanently altering your home.,usable,2019-07-23 21:13:41.459,A35NM2285DUAFH,FABRIC_DISPLAY
2fa35a1d7f56494a9f20fbba070a9a3d,Can be used to allow yourself a very large screen to watch movies or television on. Would completely make projectors or even televisions obsolete.,usable,2019-07-23 21:14:12.876,A35NM2285DUAFH,FABRIC_DISPLAY
52bb4361984743a7aa201f2aeb5ba470,Can be used to cover windows to not only be a blind but to hide the outside and instead give yourself a nice view of the mountains or a wonderful ocean side view.,usable,2019-07-23 21:15:02.874,A35NM2285DUAFH,FABRIC_DISPLAY
952bb1562e524f93ac53d80afb8a497c,This could be used in schools for outdoor teaching,usable,2019-07-23 21:15:57.327,AWNQ9E62XRB0O,FABRIC_DISPLAY
f5a9f2dabf024bc48257d98db53a5a23,Can act like camouflage and allow the user to turn invisible by blending into the environment or allow your child to play with it in hide and seek games.,usable,2019-07-23 21:16:32.788,A35NM2285DUAFH,FABRIC_DISPLAY
ce6bf84f8baa4dee8f7cc3b92f2b4aa1,This could be used as a portable TV,usable,2019-07-23 21:17:55.336,AWNQ9E62XRB0O,FABRIC_DISPLAY
fbd4a319c02c427c8d2a0b85c893a52b,Hook this up to a sensor and have it be a blanket that changes colors based on overall comfort level within the room.,usable,2019-07-23 21:18:00.463,A35NM2285DUAFH,FABRIC_DISPLAY
f49762c653b047ee8987ef7c1254f43a,Can be used as a hospital room divider and would change images to make the patients feel more comfortable and at home.,usable,2019-07-23 21:19:27.57,A35NM2285DUAFH,FABRIC_DISPLAY
b89f86f9041b471cb51a2f596916dc3d,This could be use to project emergency news everywhere,usable,2019-07-23 21:21:57.983,AWNQ9E62XRB0O,FABRIC_DISPLAY
40955624b87849049fddd07bbf391a2e,Can be used as a wrist strap or part of a sleeve of your shirt that would pulse in color and show your vitals when you are working out or just whenever. ,usable,2019-07-23 21:21:59.372,A35NM2285DUAFH,FABRIC_DISPLAY
8f7f99f2e2dc489ba3dc3f2f30df5bfe,"Could be used for rugs in businesses or homes. When customers or home owners walk on the rug, it pulses and makes it interactive. It could also be used to 'roll out' the red carpet at events. Can also show a welcome sign or greeting when first touched.",usable,2019-07-23 21:24:33.104,A35NM2285DUAFH,FABRIC_DISPLAY
277ec40ae6b74168a34294d8a42f4dde,These could be used to replace monitors and laptops as the screen could be projected anywhere,usable,2019-07-23 21:24:39.635,AWNQ9E62XRB0O,FABRIC_DISPLAY
b67f3b0da1f74fc5856f23ca7540eb76,Can be turned into an educational tool that confirms input when a child places a block onto a correct location or something similar. ,usable,2019-07-23 21:26:28.078,A35NM2285DUAFH,FABRIC_DISPLAY
3a9ebf97a8954491aeec57567a563530,"The fabric can be fashioned into a display screen that can be rolled up not much unlike the current projector screen, except it will be much higher in definition and quality.",usable,2019-07-23 21:44:37.819,AO33H4GL9KZX9,FABRIC_DISPLAY
59f3dd22aec441309caec795144c934f,Novelty t-shirts or other similar garments to be worn in support of whatever cause. Or just for fun. it can project whatever image or video on the front or the back of the garment for high visibility.,usable,2019-07-23 21:47:13.933,AO33H4GL9KZX9,FABRIC_DISPLAY
33a491755cc04b58bf298227dc24493f,"Night time safety wear for bicycle riders, scooter riders, roller bladers and the like. They can emit blinking lights all over the back and front of the garment making them highly visible. ",usable,2019-07-23 21:48:55.417,AO33H4GL9KZX9,FABRIC_DISPLAY
2941cb800942405a92540830f82416ed,"Safety gear for construction workers. Instead of just reflective plastic bands, these fabric can emit light making them workers visible for miles keeping them safe from inattentive drivers. ",usable,2019-07-23 21:49:46.309,AO33H4GL9KZX9,FABRIC_DISPLAY
521e583e37fb4259928ec14219dc1bea,"Cloaking outer garment/covering for the military. Project whatever is behind the military personnel in any environment to the front of the garment in order to make them invisible to the enemies. It can be fashioned into a light weight coat, or a tarp like sheet to cover over an area. ",usable,2019-07-23 21:52:28.725,AO33H4GL9KZX9,FABRIC_DISPLAY
7ff97401abd64b53ab364dd15ac86653,"It can be used to fashion a table cloth that can turn any table into an interactive computer monitor/touch screen. Just roll out the fabric display onto the flat top of the table, and interact with it as you would with any touchscreen. ",usable,2019-07-23 21:54:04.213,AO33H4GL9KZX9,FABRIC_DISPLAY
2c02b8815e404f5ca02410d0e168005b,"Body suit made of the fabric can be a popular comicon novelty suits. Just put on the skin tight suits and put on different display motifs on various part of the suits, arms, shoulders, thighs, butts, etc. Instant costume change!",usable,2019-07-23 21:56:19.953,AO33H4GL9KZX9,FABRIC_DISPLAY
33cb0db312d3408f86f9d71fb2701c33,The technology could be used for costume designers or clothing designers for high-end clothes or costumes for athletes/dancers.,usable,2019-07-23 23:05:47.539,A2ZYUU30WYDYI0,FABRIC_DISPLAY
5cb72879b82843a2a6e4bcb9961d1f64,"The technology could be used for scenes/backgrounds in plays or other performances, and it could be changed out immediately to fit the next scene.",usable,2019-07-23 23:06:28.5,A2ZYUU30WYDYI0,FABRIC_DISPLAY
f0168f6769b94f878632c0eca3d5f34b,"The technology could be used for art exhibits or museum exhibits, such as for a part of pieces/live art or to enhance an experience.",usable,2019-07-23 23:07:35.074,A2ZYUU30WYDYI0,FABRIC_DISPLAY
f97cbd75d4c247eabf0e945b4f93b701,The technology could be used to enhance ideas or designs that people want to present or display in any type of work environment.,usable,2019-07-23 23:09:18.449,A2ZYUU30WYDYI0,FABRIC_DISPLAY
301d95de96224c5bbdab5206628768a3,"The technology could be used to expertly camouflage hunters, soldiers, or other occupations/activities that require hiding.",usable,2019-07-23 23:10:43.387,A2ZYUU30WYDYI0,FABRIC_DISPLAY
2337923705f44de8825da80631735477,"The technology could be used in situations where something would normally not be reusable, such as on signs or buildings, or on various objects.",usable,2019-07-23 23:12:21.013,A2ZYUU30WYDYI0,FABRIC_DISPLAY
fe3368f8dce64fb1a2cc890d465428dd,"The technology could be used to enhance augmented reality, where one could change how the environment around them looked with any type of fabric.",usable,2019-07-23 23:12:58.072,A2ZYUU30WYDYI0,FABRIC_DISPLAY
a0fdf4a94dc64b78a751bb692e4c7870,"The technology could be used to create custom designs for people around their house, like for blankets, curtains, or other objects that people would enjoy decorating.",usable,2019-07-23 23:14:10.265,A2ZYUU30WYDYI0,FABRIC_DISPLAY
3b8e0d6224014e2489d758b2a6a4ad7b,The technology could be used by textile designers to display a design on different types of fabric without having to print it.,usable,2019-07-23 23:14:48.333,A2ZYUU30WYDYI0,FABRIC_DISPLAY
29a53d06eaff479a852742deab8fc9c7,"The technology could be used for shopping online, so consumers got a better idea of what they were purchasing and what the design looked like.",usable,2019-07-23 23:15:57.694,A2ZYUU30WYDYI0,FABRIC_DISPLAY
db7ab138cb3c4bef8eb5e39ebabd1d08,"The technology could be used for flags and other designs at sporting events, such as at victory ceremonies, making it easier to have everything ready for the athletes.",usable,2019-07-23 23:18:09.614,A2ZYUU30WYDYI0,FABRIC_DISPLAY
225bc18a07d54bc897ab185e0b511157,The technology could be used in prisons or for the infirm to brighten rooms and give them whatever images they wanted to see.,usable,2019-07-23 23:19:35.608,A2ZYUU30WYDYI0,FABRIC_DISPLAY
f53730614e3348bab2ca2d5518320089,"Some ideas would be shirts, bags, purses. I think shower curtains and regular curtains would be good to put the images on. You can also put pictures on bath mats and area rugs. You can use it for car seat covers. You could put a design on makeup cases and hair brushes",usable,2019-07-24 01:45:04.056,A1ROEDVMTO9Y3X,FABRIC_DISPLAY
0222476cad49421b879cad2ca4e848d6,Another idea would be on cups and plates. You can use it for banners.,usable,2019-07-24 01:45:25.032,A1ROEDVMTO9Y3X,FABRIC_DISPLAY
33a287eba0b648a78c5bef2e6499e63a,For store owners to change up the looks of their walls. With this fabric they can change it around and make the business different.,usable,2019-07-24 01:56:34.345,A1ROEDVMTO9Y3X,FABRIC_DISPLAY
bc91d035306f4173a4c893bd6b28f605,You can use the fabric to change the look of a room. Give it a different look.,usable,2019-07-24 01:58:42.074,A1ROEDVMTO9Y3X,FABRIC_DISPLAY
